State,County,Annual_Crime_Rate,Children_Poverty_Rate,Chlamydia_Rate,id,Bachelor_or_High_Degree_Rate,Teenage_Birth_Rate,Natural_Amenity,Life_Expectancy,Population,Annual_Crime_Rate_Rank,Children_Poverty_Rate_Rank,Chlamydia_Rate_Rank,Bachelor_or_High_Degree_Rate_Rank,Teenage_Birth_Rate_Rank,Life_Expectancy_Rank
KY,SPENCER COUNTY,0.0006159531875577,10.0,0.0025408068986757,21.0,15.2,0.145,0.39,76.8,12988,118.0,261.5,367.0,1844.0,1642.5,969.5
SD,SPINK COUNTY,0.0004495392222971,16.0,0.0017981568891885,46.0,21.8,0.12,-3.62,81.233,4449,60.0,959.0,131.0,954.0,2004.5,2444.0
WA,SPOKANE COUNTY,0.0050109406019504,14.0,0.008019243866742,53.0,30.8,0.114,1.33,77.723,345045,2026.0,707.5,2123.0,461.0,2080.5,1331.0
VA,SPOTSYLVANIA COUNTY,0.0025343093441343,10.0,0.0059397875253148,51.0,31.7,0.128,-0.97,78.621,88387,1140.0,261.5,1709.0,438.0,1889.5,1690.0
MO,ST. CHARLES COUNTY,0.0018110665501609,5.0,0.0045370017699908,29.0,38.9,0.097,0.86,79.934,267798,720.0,18.5,1251.0,197.5,2303.5,2143.0
AL,ST. CLAIR COUNTY,0.0042491534253711,15.0,0.0031909351393592,1.0,16.1,0.208,1.39,74.708,61424,1822.0,836.0,652.0,1690.0,556.5,297.0
IL,ST. CLAIR COUNTY,0.00891585452017,20.0,0.0124205143158343,17.0,16.1,0.196,-1.81,75.854,178334,2509.0,1516.5,2487.0,1690.0,721.0,623.0
MI,ST. CLAIR COUNTY,0.0045030670496046,14.0,0.0043612381661525,26.0,16.1,0.118,-1.25,76.177,112812,1904.0,707.5,1175.0,1690.0,2026.5,731.0
MO,ST. CLAIR COUNTY,0.0048801492751542,28.0,0.0024400746375771,29.0,16.1,0.188,1.11,77.9,6967,1998.0,2236.5,329.0,1690.0,842.5,1403.0
WI,ST. CROIX COUNTY,0.0009032365978088,7.0,0.0028435226227314,55.0,35.4,0.078,-1.37,79.692,59785,229.0,78.5,495.0,262.5,2519.0,2058.5
AR,ST. FRANCIS COUNTY,0.0113877414312827,42.0,0.0121134308362174,5.0,10.4,0.284,-1.28,75.217,17914,2596.0,2606.5,2473.0,2513.0,46.0,433.5
MO,ST. FRANCOIS COUNTY,0.0041527183355226,20.0,0.0056782067036738,29.0,14.3,0.192,1.7,74.1,47198,1794.0,1516.5,1639.0,1973.5,785.0,184.5
FL,ST. JOHNS COUNTY,0.0029353586731486,7.0,0.004175244949626,12.0,44.7,0.137,2.98,80.342,173403,1325.0,78.5,1099.0,91.5,1759.5,2249.0
IN,ST. JOSEPH COUNTY,0.0064482803639645,22.0,0.0105636001385017,18.0,29.6,0.162,-2.51,76.457,176171,2296.0,1722.0,2383.0,513.0,1397.5,837.0
MI,ST. JOSEPH COUNTY,0.0043493133949078,16.0,0.0053022528466011,26.0,29.6,0.173,-2.4,76.629,40926,1854.0,959.0,1527.0,513.0,1058.0,909.0
NY,ST. LAWRENCE COUNTY,0.00217703783301,27.0,0.0041028789929804,36.0,23.8,0.115,-2.11,81.08,71657,946.0,2172.0,1064.0,780.5,2069.0,2418.0
MN,ST. LOUIS COUNTY,0.0035156479361164,13.0,0.0062166050143855,27.0,29.3,0.099,-0.66,78.247,136248,1582.0,580.5,1791.0,521.0,2278.0,1539.0
MO,ST. LOUIS COUNTY,0.0050006446369824,12.0,0.0093436146896109,29.0,29.3,0.113,0.64,78.624,690311,2022.0,457.5,2279.0,521.0,2090.5,1691.0
FL,ST. LUCIE COUNTY,0.0039072296949456,16.0,0.0057156434388901,12.0,21.6,0.187,5.03,77.728,227271,1736.0,959.0,1650.0,976.0,857.5,1333.0
KS,STAFFORD COUNTY,0.0031185031185031,19.0,0.0051975051975051,20.0,25.2,0.1641391035548686,-1.52,76.4,2886,1416.0,1382.5,1485.0,683.0,1270.0,813.5
VA,STAFFORD COUNTY,0.0029590207557211,7.0,0.0066311868014901,51.0,25.2,0.104,-0.12,79.5,93950,1342.0,78.5,1882.0,683.0,2203.5,1989.5
CA,STANISLAUS COUNTY,0.009009795533516,17.0,0.0084743296490952,6.0,17.1,0.139,7.21,77.622,343626,2517.0,1093.5,2174.0,1567.0,1729.5,1289.0
SD,STANLEY COUNTY,0.001850138760407,12.0,0.0032377428307123,46.0,32.1,0.1641391035548686,-0.15,80.9,2162,751.0,457.5,680.0,429.0,1270.0,2385.5
NC,STANLY COUNTY,0.0030601599629071,17.0,0.0061898690158803,37.0,17.3,0.16,0.68,76.754,43135,1390.0,1093.5,1785.0,1529.5,1431.0,952.0
IL,STARK COUNTY,0.0005155968032998,17.0,0.0036091776230987,17.0,17.0,0.126,-3.87,80.65,3879,80.0,1093.5,834.0,1587.5,1913.0,2325.0
ND,STARK COUNTY,0.0023111723052714,9.0,0.0073269079464988,38.0,17.0,0.077,-1.74,80.725,20336,1028.0,188.5,2007.0,1587.5,2529.0,2342.0
OH,STARK COUNTY,0.0043115727231431,19.0,0.0065635995472848,39.0,17.0,0.136,-2.5,76.914,259766,1840.0,1382.5,1865.0,1587.5,1772.0,1007.0
IN,STARKE COUNTY,0.0012027600177248,19.0,0.0017091852883458,18.0,11.9,0.227,-2.85,73.914,15797,366.0,1382.5,105.0,2417.0,354.5,156.0
TX,STARR COUNTY,0.0046914065792061,43.0,0.0063769418771244,48.0,9.9,0.299,1.99,77.392,35597,1950.0,2614.5,1821.0,2541.0,17.5,1205.0
MN,STEARNS COUNTY,0.0031343161677624,14.0,0.006115489851758,27.0,27.5,0.073,-2.87,81.922,97948,1425.0,707.5,1764.0,589.5,2552.5,2537.0
MN,STEELE COUNTY,0.0018715163350827,9.0,0.00553317872981,27.0,26.0,0.103,-3.05,82.612,24579,761.0,188.5,1604.0,650.5,2219.5,2594.0
GA,STEPHENS COUNTY,0.0040741378320996,23.0,0.0061972800826304,13.0,21.0,0.202,0.53,73.74,17427,1773.0,1834.0,1786.0,1071.0,633.0,138.0
OK,STEPHENS COUNTY,0.0025809013301568,19.0,0.0068162265899013,40.0,21.0,0.182,1.13,75.191,30222,1164.0,1382.5,1919.0,1071.0,920.5,424.0
TX,STEPHENS COUNTY,0.0028621402448719,27.0,0.0054062649069804,48.0,21.0,0.239,1.38,76.633,6289,1292.0,2172.0,1568.0,1071.0,248.5,912.5
IL,STEPHENSON COUNTY,0.0017491800718413,18.0,0.0073403092300484,17.0,19.6,0.155,-3.75,79.885,32015,683.0,1239.0,2010.0,1224.0,1502.0,2128.0
IN,STEUBEN COUNTY,0.0008838755839892,12.0,0.0048823603687023,18.0,21.8,0.16,-1.61,78.562,23759,215.0,457.5,1376.0,954.0,1431.0,1665.0
NY,STEUBEN COUNTY,0.0025555914578621,22.0,0.0038774491084804,36.0,21.8,0.122,-0.76,79.786,68086,1147.0,1722.0,969.0,954.0,1970.5,2100.0
KS,STEVENS COUNTY,0.0011360408974723,14.0,0.003692132916785,20.0,13.7,0.23,-1.18,79.75,3521,335.0,707.5,870.0,2111.0,328.5,2084.5
MN,STEVENS COUNTY,0.0025706940874035,9.0,0.0029134532990574,27.0,13.7,0.052,-3.31,83.667,5835,1159.0,188.5,533.0,2111.0,2617.5,2615.0
WA,STEVENS COUNTY,0.0014376797099637,22.0,0.0033441680210026,53.0,13.7,0.142,2.58,77.625,31996,486.0,1722.0,722.0,2111.0,1690.5,1291.5
GA,STEWART COUNTY,0.0002044989775051,36.0,0.0065439672801635,13.0,12.2,0.1641391035548686,0.01,76.75,4890,22.0,2538.0,1858.0,2380.5,1270.0,948.0
TN,STEWART COUNTY,0.0061375221054821,19.0,0.0052012899199001,47.0,12.2,0.163,0.98,74.567,9613,2254.0,1382.5,1487.0,2380.5,1387.5,280.0
MT,STILLWATER COUNTY,0.0029581422866439,12.0,0.0023665138293151,30.0,25.0,0.094,2.63,79.767,6761,1341.0,457.5,300.0,697.5,2351.0,2092.5
MO,STODDARD COUNTY,0.0019472300652322,25.0,0.0045273099016648,29.0,13.3,0.174,-2.43,75.35,20542,804.0,2015.5,1245.0,2173.0,1041.5,472.0
NC,STOKES COUNTY,0.0030037174721189,17.0,0.0034200743494423,37.0,14.1,0.139,0.02,77.233,33625,1361.0,1093.5,747.0,2007.0,1729.5,1151.0
AR,STONE COUNTY,0.0032545020611846,31.0,0.0026036016489477,5.0,13.9,0.203,1.55,73.567,9218,1477.0,2393.0,397.0,2073.0,617.5,117.5
MO,STONE COUNTY,0.0059750358092899,25.0,0.0031921424186617,29.0,13.9,0.199,2.24,77.65,24435,2229.0,2015.5,653.0,2073.0,683.5,1302.0
MS,STONE COUNTY,0.0026472534745201,29.0,0.0063699536730641,28.0,13.9,0.232,-1.13,74.1,12088,1196.0,2291.5,1820.0,2073.0,310.0,184.5
NV,STOREY COUNTY,0.0119284294234592,12.0,0.0023194168323392,32.0,31.4,0.1641391035548686,5.11,80.6,3018,2605.0,457.5,281.0,445.5,1270.0,2315.0
IA,STORY COUNTY,0.0024797291978272,8.0,0.0123199244273006,19.0,51.6,0.052,-3.54,81.092,50812,1111.0,128.0,2484.0,43.0,2617.5,2420.0
NH,STRAFFORD COUNTY,0.0035287987874194,8.0,0.0057668624478969,33.0,35.8,0.097,-0.1,79.514,84448,1586.0,128.0,1665.0,247.0,2303.5,1996.0
ND,STUTSMAN COUNTY,0.0041095890410958,11.0,0.004931506849315,38.0,23.7,0.101,-1.79,78.617,14600,1780.0,346.0,1394.0,797.0,2248.5,1688.0
WY,SUBLETTE COUNTY,0.0010282021151586,8.0,0.0029377203290246,56.0,22.8,0.1641391035548686,5.29,81.95,6808,288.0,128.0,543.0,878.0,1270.0,2541.0
MA,SUFFOLK COUNTY,0.0105352956805106,24.0,0.0125324653025666,25.0,46.1,0.151,0.83,79.629,553283,2576.0,1934.5,2490.0,77.5,1561.0,2034.0
NY,SUFFOLK COUNTY,0.0018014399878933,9.0,0.0049736041022775,36.0,46.1,0.061,1.52,80.68,1030842,714.0,188.5,1405.0,77.5,2595.0,2331.0
IN,SULLIVAN COUNTY,0.0014751240445219,19.0,0.0037548612042376,18.0,12.1,0.172,-2.07,77.92,14914,507.0,1382.5,904.0,2397.0,1074.0,1412.5
MO,SULLIVAN COUNTY,0.0029802842732691,22.0,0.004355800091701,29.0,12.1,0.181,-1.58,77.233,4362,1353.0,1722.0,1174.0,2397.0,934.5,1151.0
NH,SULLIVAN COUNTY,0.002062435548889,13.0,0.0025624199243773,33.0,12.1,0.117,-0.17,80.0,32001,875.0,580.5,378.0,2397.0,2039.5,2160.5
NY,SULLIVAN COUNTY,0.0037109595750291,26.0,0.005142598801944,36.0,12.1,0.126,0.14,79.996,53086,1663.0,2095.0,1457.0,2397.0,1913.0,2157.0
PA,SULLIVAN COUNTY,0.0010164667615368,16.0,0.0071152673307582,42.0,12.1,0.1641391035548686,0.01,76.95,4919,285.0,959.0,1974.0,2397.0,1270.0,1023.0
TN,SULLIVAN COUNTY,0.0066388301682419,23.0,0.0038872097695627,47.0,12.1,0.156,1.27,75.351,114478,2324.0,1834.0,976.0,2397.0,1482.5,474.0
WV,SUMMERS COUNTY,0.0019064820389323,32.0,0.0006020469596628,54.0,14.5,0.171,0.67,72.85,9966,784.0,2436.5,2.0,1951.0,1088.5,47.5
CO,SUMMIT COUNTY,0.0022689327454086,7.0,0.004751915749818,8.0,52.4,0.045,8.08,82.05,23359,995.0,78.5,1325.0,37.5,2628.5,2550.5
OH,SUMMIT COUNTY,0.0044417094664426,21.0,0.0090306869791379,39.0,52.4,0.13,-2.4,76.436,380259,1887.0,1625.5,2248.0,37.5,1858.0,827.0
UT,SUMMIT COUNTY,0.0020111159865438,6.0,0.0042416264443469,49.0,52.4,0.06,4.96,81.571,27348,849.0,40.0,1125.0,37.5,2597.5,2492.0
KS,SUMNER COUNTY,0.0029456967213114,15.0,0.0043545081967213,20.0,23.3,0.179,-1.15,76.983,15616,1334.0,836.0,1173.0,831.5,958.5,1045.0
TN,SUMNER COUNTY,0.0035487798085568,12.0,0.0053231697128352,47.0,23.3,0.165,0.25,77.097,125677,1597.0,457.5,1536.0,831.5,1168.5,1094.0
AL,SUMTER COUNTY,0.0070474777448071,45.0,0.0174332344213649,1.0,21.6,0.249,-0.48,75.875,8088,2375.0,2628.0,2597.0,976.0,184.0,630.0
FL,SUMTER COUNTY,0.0022279455668339,22.0,0.0020853570505565,12.0,21.6,0.237,2.84,76.058,112211,970.0,1722.0,205.0,976.0,261.0,689.0
GA,SUMTER COUNTY,0.011137378513265,38.0,0.0147097452061991,13.0,21.6,0.22,0.23,75.9,19035,2589.0,2559.0,2563.0,976.0,422.5,637.5
SC,SUMTER COUNTY,0.00958316101707,26.0,0.0143890021818804,45.0,21.6,0.218,0.45,75.267,70123,2546.0,2095.0,2556.0,976.0,443.0,447.0
NC,SURRY COUNTY,0.0024737410425051,23.0,0.0040640031412584,37.0,18.0,0.167,1.24,76.59,50935,1107.0,1834.0,1049.0,1446.0,1145.0,892.0
VA,SURRY COUNTY,0.0030290791599353,20.0,0.0062600969305331,51.0,18.0,0.164,0.79,76.55,4952,1371.0,1516.5,1800.0,1446.0,1374.5,878.0
PA,SUSQUEHANNA COUNTY,0.0016461447290445,18.0,0.0011523013103312,42.0,18.6,0.114,0.25,79.264,30374,624.0,1239.0,30.0,1355.5,2080.5,1925.5
DE,SUSSEX COUNTY,0.0051804215791354,23.0,0.0061033702512802,10.0,28.3,0.196,0.05,78.483,167940,2067.0,1834.0,1758.0,571.0,721.0,1633.0
NJ,SUSSEX COUNTY,0.000771162478002,6.0,0.001957566290313,34.0,28.3,0.041,1.3,79.692,101146,163.0,40.0,164.0,571.0,2633.5,2058.5
VA,SUSSEX COUNTY,0.0014294222751637,28.0,0.0076235854675402,51.0,28.3,0.243,-1.11,71.0,8395,482.0,2236.5,2069.0,571.0,219.5,4.0
CA,SUTTER COUNTY,0.0053971194072749,17.0,0.0056526043496311,6.0,18.2,0.132,1.72,78.635,62626,2112.0,1093.5,1633.0,1417.5,1825.0,1694.0
TX,SUTTON COUNTY,0.00234375,18.0,0.00390625,48.0,17.1,0.1641391035548686,1.47,79.6,2560,1042.0,1239.0,986.0,1567.0,1270.0,2024.5
FL,SUWANNEE COUNTY,0.007322948450297,26.0,0.0075798940099566,12.0,15.5,0.21,0.7,75.743,31135,2403.0,2095.0,2058.0,1784.0,528.5,584.0
NC,SWAIN COUNTY,0.0027570713775145,27.0,0.0120494230572858,37.0,18.2,0.257,2.97,75.525,9793,1248.0,2172.0,2468.0,1417.5,129.5,515.0
WY,SWEETWATER COUNTY,0.0048279808311279,10.0,0.0047922180101566,56.0,22.5,0.174,2.63,79.178,27962,1987.0,261.5,1342.0,898.0,1041.5,1897.0
MN,SWIFT COUNTY,0.0012026458208057,14.0,0.0040589296452194,27.0,19.6,0.101,-3.74,83.675,6652,365.0,707.5,1047.0,1224.0,2248.5,2616.0
TX,SWISHER COUNTY,0.0079808459696727,29.0,0.00219473264166,48.0,15.3,0.307,0.42,80.6,5012,2453.0,2291.5,238.0,1830.0,11.0,2315.0
GA,TALBOT COUNTY,0.0012763241863433,33.0,0.0076579451180599,13.0,12.1,0.227,1.1,74.7,4701,394.0,2471.0,2074.0,2397.0,354.5,294.5
MD,TALBOT COUNTY,0.0032928880775976,13.0,0.0036866029564408,24.0,12.1,0.13,0.1,80.17,27939,1495.0,580.5,868.0,2397.0,1858.0,2205.5
GA,TALIAFERRO COUNTY,0.0016194331983805,35.0,0.0056680161943319,13.0,8.1,0.1641391035548686,-0.13,75.6,1235,606.0,2519.0,1635.0,2626.0,1270.0,535.0
AL,TALLADEGA COUNTY,0.0067508438554819,25.0,0.0075723751183183,1.0,15.0,0.249,1.34,72.723,55993,2340.0,2015.5,2056.0,1872.5,184.0,39.0
AL,TALLAPOOSA COUNTY,0.008999895350054,26.0,0.0062092301252311,1.0,18.4,0.194,2.19,74.71,28667,2515.0,2095.0,1790.0,1394.5,753.0,298.0
IA,TAMA COUNTY,0.0044750430292598,18.0,0.0055077452667814,19.0,15.8,0.14,-3.34,79.667,11620,1896.0,1239.0,1597.0,1749.5,1715.5,2046.5
MO,TANEY COUNTY,0.0050026329647182,19.0,0.0059768299104791,29.0,19.9,0.191,1.63,77.03,37980,2023.0,1382.5,1725.0,1191.0,801.5,1066.0
NM,TAOS COUNTY,0.0056299827401988,25.0,0.0045204240979699,35.0,28.7,0.172,4.16,81.417,24334,2163.0,2015.5,1242.0,552.0,1074.0,2473.0
TX,TARRANT COUNTY,0.006070720815335,14.0,0.0072868436513517,48.0,32.3,0.18,1.02,77.543,1314012,2248.0,707.5,2000.0,423.5,946.0,1250.5
GA,TATTNALL COUNTY,0.0013982102908277,34.0,0.0079977628635346,13.0,13.2,0.251,0.54,74.5,17880,459.0,2497.5,2120.0,2189.5,164.5,262.5
FL,TAYLOR COUNTY,0.0129813664596273,27.0,0.0057142857142857,12.0,8.3,0.233,2.32,76.075,16100,2616.0,2172.0,1648.5,2620.0,296.5,694.5
GA,TAYLOR COUNTY,0.0026506449902809,32.0,0.0070683866407492,13.0,8.3,0.232,-0.62,74.533,5659,1198.0,2436.5,1971.0,2620.0,310.0,271.0
IA,TAYLOR COUNTY,0.0007033997655334,17.0,0.005158264947245,19.0,8.3,0.115,-1.44,78.833,4265,140.0,1093.5,1462.0,2620.0,2069.0,1773.0
KY,TAYLOR COUNTY,0.0024572969733293,21.0,0.0053940665268204,21.0,8.3,0.184,0.45,75.94,16685,1102.0,1625.5,1562.0,2620.0,893.5,649.0
TX,TAYLOR COUNTY,0.0069446107425944,19.0,0.0063818578031083,48.0,8.3,0.212,2.04,75.3,83518,2362.0,1382.5,1822.0,2620.0,505.0,457.5
WI,TAYLOR COUNTY,0.0014190435646374,13.0,0.0025542784163473,55.0,8.3,0.088,-3.39,83.86,14094,472.0,580.5,373.0,2620.0,2410.0,2620.0
IL,TAZEWELL COUNTY,0.0033123231283766,10.0,0.0037947002829945,17.0,26.3,0.131,-2.55,78.683,93288,1501.0,261.5,928.0,640.0,1838.5,1710.5
VA,TAZEWELL COUNTY,0.0029539188656951,29.0,0.0023631350925561,51.0,26.3,0.144,-0.56,73.34,30468,1339.0,2291.5,298.0,640.0,1655.5,84.0
CA,TEHAMA COUNTY,0.0077765108323831,24.0,0.0042873432155074,6.0,15.7,0.186,3.24,77.291,43850,2434.0,1934.5,1145.0,1764.0,871.5,1173.0
GA,TELFAIR COUNTY,0.0016585123144539,34.0,0.0067999004892611,13.0,8.6,0.222,-0.36,78.7,12059,630.0,2497.5,1915.0,2611.0,406.0,1716.0
CO,TELLER COUNTY,0.0030430836581068,12.0,0.0019219475735411,8.0,37.7,0.136,6.29,80.38,18731,1377.0,457.5,158.0,213.0,1772.0,2257.0
GA,TERRELL COUNTY,0.0056713928273561,40.0,0.027022518765638,13.0,11.2,0.283,-0.21,74.175,5995,2173.0,2585.0,2635.0,2457.0,48.0,203.0
TX,TERRY COUNTY,0.0041301627033792,31.0,0.0070087609511889,48.0,11.4,0.314,1.11,76.2,7990,1786.0,2393.0,1959.0,2442.0,8.0,740.5
ID,TETON COUNTY,0.0011685276551545,11.0,0.0011685276551545,16.0,41.0,0.11,1.9,85.4,7702,351.0,346.0,31.0,161.0,2126.5,2636.0
MT,TETON COUNTY,0.003357314148681,18.0,0.0014388489208633,30.0,41.0,0.073,3.88,83.8,4170,1520.0,1239.0,62.0,161.0,2552.5,2618.5
MO,TEXAS COUNTY,0.0017991494929669,28.0,0.0025624250354377,29.0,13.5,0.22,0.45,76.475,18342,713.0,2236.5,379.0,2144.0,422.5,847.0
OK,TEXAS COUNTY,0.0034013605442176,19.0,0.0046669830722986,40.0,13.5,0.219,2.01,79.14,12642,1535.0,1382.5,1295.0,2144.0,432.5,1886.5
NE,THAYER COUNTY,0.001674574379012,14.0,0.0019536701088473,31.0,18.8,0.078,-3.12,78.85,3583,644.0,707.5,163.0,1319.0,2519.0,1782.0
GA,THOMAS COUNTY,0.0038167938931297,25.0,0.0097065017109765,13.0,24.7,0.225,0.29,75.327,30392,1708.0,2015.5,2312.0,712.5,374.0,465.5
KS,THOMAS COUNTY,0.0037886340977068,10.0,0.0037886340977068,20.0,24.7,0.117,-1.58,81.75,5015,1690.0,261.5,927.0,712.5,2039.5,2518.0
NE,THURSTON COUNTY,0.0010343935867597,31.0,0.0183604861649857,31.0,16.4,0.24,-1.96,81.7,3867,292.0,2393.0,2605.0,1644.5,240.0,2511.0
WA,THURSTON COUNTY,0.0032640466030491,12.0,0.0061003554297237,53.0,16.4,0.103,3.32,79.771,196382,1482.0,457.5,1757.0,1644.5,2219.5,2094.5
GA,TIFT COUNTY,0.0089181853431562,31.0,0.0120589375727025,13.0,18.1,0.227,0.33,75.922,25790,2510.0,2393.0,2469.0,1430.0,354.5,642.5
OR,TILLAMOOK COUNTY,0.0012665281929175,17.0,0.0026850397689852,41.0,21.8,0.143,5.54,78.325,19739,392.0,1093.5,428.0,954.0,1673.5,1571.0
OK,TILLMAN COUNTY,0.0037856146642757,29.0,0.0065750149432157,40.0,17.3,0.286,0.41,75.1,5019,1687.0,2291.5,1870.0,1529.5,43.0,390.5
NY,TIOGA COUNTY,0.0016428406732764,14.0,0.0026516024902005,36.0,26.0,0.123,-1.05,80.55,34696,621.0,707.5,415.0,650.5,1952.5,2298.5
PA,TIOGA COUNTY,0.0017499914216106,19.0,0.0025048896819133,42.0,26.0,0.123,-0.25,78.57,29143,684.0,1382.5,357.0,650.5,1952.5,1668.0
IN,TIPPECANOE COUNTY,0.004205015780621,14.0,0.0109330410296146,18.0,38.7,0.129,-2.79,78.474,105826,1813.0,707.5,2408.0,201.0,1876.0,1629.0
IN,TIPTON COUNTY,0.0018470631695603,10.0,0.0027705947543405,18.0,24.7,0.138,-5.4,77.95,10828,748.0,261.5,456.0,712.5,1744.0,1426.5
TN,TIPTON COUNTY,0.0100749537622894,17.0,0.0071546773094519,47.0,24.7,0.213,-0.38,74.917,41092,2561.0,1093.5,1981.0,712.5,492.0,338.0
MS,TISHOMINGO COUNTY,0.0003663808895727,22.0,0.0027844947607532,28.0,11.4,0.183,1.66,73.433,13647,46.0,1722.0,461.0,2442.0,906.5,94.0
TX,TITUS COUNTY,0.0058279742765273,23.0,0.0053255627009646,48.0,16.3,0.245,0.84,76.538,19904,2207.0,1834.0,1540.0,1653.0,207.5,875.0
KY,TODD COUNTY,0.0013503560029462,23.0,0.0041738276454701,21.0,13.2,0.196,-0.98,76.675,8146,433.0,1834.0,1097.0,2189.5,721.0,926.0
MN,TODD COUNTY,0.0015396458814472,17.0,0.0034938118078995,27.0,13.2,0.112,-2.84,81.512,16887,547.0,1093.5,791.0,2189.5,2102.0,2487.0
TX,TOM GREEN COUNTY,0.0049615644143369,17.0,0.0097511279289768,48.0,24.5,0.23,2.62,77.257,75581,2013.0,1093.5,2317.0,725.5,328.5,1163.0
NY,TOMPKINS COUNTY,0.0021413992705858,14.0,0.0076789239468665,36.0,53.5,0.081,-0.28,81.312,59774,921.0,707.5,2078.0,27.0,2484.5,2456.5
UT,TOOELE COUNTY,0.0045463833265222,7.0,0.0047507151614221,49.0,24.2,0.155,2.83,77.838,39152,1916.0,78.5,1323.0,752.5,1502.0,1378.5
MT,TOOLE COUNTY,0.0066926938092582,19.0,0.0025097601784718,30.0,15.2,0.1641391035548686,0.97,78.35,3586,2331.0,1382.5,359.0,1844.0,1270.0,1579.0
GA,TOOMBS COUNTY,0.0046161737049068,30.0,0.0122528067475921,13.0,16.2,0.23,0.24,74.367,17547,1928.0,2344.0,2483.0,1667.5,328.5,234.5
NM,TORRANCE COUNTY,0.0056654592737066,30.0,0.0060369647998513,35.0,14.8,0.204,4.02,81.325,10767,2171.0,2344.0,1738.0,1895.0,605.0,2459.0
GA,TOWNS COUNTY,0.0042432814710042,19.0,0.0025931164545025,13.0,30.1,0.1641391035548686,3.18,79.633,8484,1820.0,1382.5,393.0,494.0,1270.0,2036.0
ND,TRAILL COUNTY,0.0014700477765527,8.0,0.00606394707828,38.0,28.9,0.088,-5.12,78.125,5442,504.0,128.0,1744.0,546.0,2410.0,1493.0
NC,TRANSYLVANIA COUNTY,0.0017162694543043,20.0,0.0030034715450325,37.0,32.6,0.156,2.4,79.886,25637,668.0,1516.5,574.0,402.0,1482.5,2129.5
MN,TRAVERSE COUNTY,0.0023847376788553,20.0,0.0039745627980922,27.0,17.5,0.1641391035548686,-3.57,78.0,2516,1068.0,1516.5,1013.0,1501.0,1270.0,1447.0
TX,TRAVIS COUNTY,0.005169448299586,14.0,0.0106662870834964,48.0,50.0,0.165,3.24,79.771,843030,2064.0,707.5,2390.0,49.0,1168.5,2094.5
WI,TREMPEALEAU COUNTY,0.0008978003890468,11.0,0.0052371689361065,55.0,19.3,0.104,-1.42,80.825,20049,222.0,346.0,1500.0,1267.5,2203.5,2371.0
GA,TREUTLEN COUNTY,0.0010620220900594,48.0,0.0061597281223449,13.0,12.4,0.264,0.02,76.6,4708,300.0,2635.0,1779.0,2338.0,100.5,899.0
KY,TRIGG COUNTY,0.0015514399301852,23.0,0.0044603897992824,21.0,16.6,0.195,0.99,76.1,10313,557.0,1834.0,1218.0,1615.0,738.0,703.0
KY,TRIMBLE COUNTY,0.0004990850108135,16.0,0.002994510064881,21.0,14.1,0.182,0.31,75.05,6011,72.0,959.0,571.0,2007.0,920.5,374.5
CA,TRINITY COUNTY,0.0050776886361328,25.0,0.0021326292271757,6.0,19.5,0.126,4.07,80.9,9847,2044.0,2015.5,220.0,1241.0,1913.0,2385.5
TX,TRINITY COUNTY,0.0023604947597016,30.0,0.0033046926635822,48.0,19.5,0.24,1.45,77.14,10591,1054.0,2344.0,706.0,1241.0,240.0,1116.0
SD,TRIPP COUNTY,0.002051282051282,27.0,0.0069230769230769,46.0,22.3,0.119,-2.25,80.55,3900,871.0,2172.0,1938.0,917.5,2015.5,2298.5
GA,TROUP COUNTY,0.0050962379702537,27.0,0.012095363079615,13.0,19.0,0.232,0.93,75.914,45720,2048.0,2172.0,2471.0,1292.0,310.0,641.0
TN,TROUSDALE COUNTY,0.0055586436909394,18.0,0.0050027793218454,47.0,13.8,0.23,-0.3,72.25,7196,2148.0,1239.0,1412.0,2090.5,328.5,18.5
OH,TRUMBULL COUNTY,0.002936417152582,25.0,0.0064587227631615,39.0,18.7,0.139,-2.12,75.658,143372,1326.0,2015.5,1836.0,1337.5,1729.5,566.0
CA,TULARE COUNTY,0.0064713231202391,26.0,0.0096295941419047,6.0,14.6,0.208,5.65,77.988,271351,2299.0,2095.0,2306.0,1939.5,556.5,1439.5
OK,TULSA COUNTY,0.0102427715734845,20.0,0.01052049378067,40.0,31.8,0.161,-0.3,76.073,424885,2567.0,1516.5,2379.0,436.0,1413.5,693.0
MS,TUNICA COUNTY,0.0067425831585256,43.0,0.027120167815403,28.0,16.9,0.331,-0.4,72.75,6674,2337.0,2614.5,2636.0,1594.5,2.0,41.5
CA,TUOLUMNE COUNTY,0.0040916134030602,15.0,0.0037042417199302,6.0,20.5,0.107,7.1,79.467,41304,1775.0,836.0,873.0,1137.0,2166.0,1974.0
GA,TURNER COUNTY,0.0181556714003235,43.0,0.0107855473665288,13.0,11.7,0.241,0.11,74.9,5563,2637.0,2614.5,2397.0,2425.5,232.0,334.5
SD,TURNER COUNTY,0.0020707506471095,11.0,0.0008628127696289,46.0,11.7,0.087,-3.48,80.1,5795,884.0,346.0,11.0,2425.5,2421.0,2189.5
AL,TUSCALOOSA COUNTY,0.0063460823208529,20.0,0.0143426109595834,1.0,30.7,0.187,0.5,75.021,129056,2278.0,1516.5,2553.0,464.5,857.5,364.0
